,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
774,FERMI PLAYGROUND,BROOKLYN     ,1.061,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,ERICSSON PLAYGROUND,BROOKLYN     ,1.06,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,MELLETT PLAYGROUND,BROOKLYN     ,1.056,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,NELLIE BLY PARK,BROOKLYN     ,1.056,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,TELEPHONE PLAYGROUND,QUEENS       ,1.056,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,SEDGWICK PLAYGROUND,BRONX        ,1.054,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
780,BRUCKNER PLAYGROUND,BRONX        ,1.053,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,MILLBROOK PLAYGROUND,BRONX        ,1.053,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,PLAYGROUND 103 CIII,MANHATTAN    ,1.052,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,ROCKET PARK,QUEENS       ,1.052,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,BEACH CHANNEL PLAYGROUND,QUEENS       ,1.051,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,LOZADA PLAYGROUND,BRONX        ,1.05,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,L/CPL THOMAS P. NOONAN JR. PLAYGROUND,QUEENS       ,1.05,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
787,JAMES WELDON JOHNSON PLAYGROUND,MANHATTAN    ,1.048,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
788,SPRINGFIELD PARK NORTH,QUEENS       ,1.045,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,NICHOLAS NAQUAN HEYWARD JR. PARK,BROOKLYN     ,1.041,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,FISH PLAYGROUND,BROOKLYN     ,1.035,ONE ACRE OR LARGER,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
791,PLANEVIEW PARK,QUEENS       ,1.035,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,GILBERT RAMIREZ PARK,BROOKLYN     ,1.034,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,OXPORT PLAYGROUND,BROOKLYN     ,1.033,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,VAN ALST PLAYGROUND,QUEENS       ,1.033,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,WOODTREE PLAYGROUND,QUEENS       ,1.033,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,HAMMEL PLAYGROUND,QUEENS       ,1.03,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,EASTCHESTER PLAYGROUND,BRONX        ,1.025,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,SUNRISE PLAYGROUND,QUEENS       ,1.025,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,POWELL PLAYGROUND,BROOKLYN     ,1.024,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
800,MATTHEWS MULINER PLAYGROUND,BRONX        ,1.02,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
801,KALTENMEIER PLAYGROUND,STATEN ISLAND,1.02,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,BOWLING GREEN,MANHATTAN    ,1.016,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,ANNADALE PLAYGROUND,QUEENS       ,1.013,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
804,CURTIS PLAYGROUND,BROOKLYN     ,1.003,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,MELROSE PLAYGROUND,BRONX        ,1.001,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
806,CASERTA PLAYGROUND,BRONX        ,1.0,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,HACKETT PARK,BRONX        ,1.0,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,PLAYGROUND 174,BRONX        ,1.0,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,PLIMPTON PLAYGROUND,BRONX        ,1.0,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,RANDALL PLAYGROUND,BRONX        ,1.0,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,CHESTER PLAYGROUND,BROOKLYN     ,1.0,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
812,HOWARD PLAYGROUND,BROOKLYN     ,1.0,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,JACKIE ROBINSON PLAYGROUND,BROOKLYN     ,1.0,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,PINK PLAYGROUND,BROOKLYN     ,1.0,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,BLAKE HOBBS PLAYGROUND,MANHATTAN    ,1.0,ONE ACRE OR LARGER,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
816,MARTIN LUTHER KING PLAYGROUND,MANHATTAN    ,1.0,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,MONSIGNOR KETT PLAYGROUND,MANHATTAN    ,1.0,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,RUPPERT PARK,MANHATTAN    ,0.997,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,BELLEROSE PLAYGROUND,QUEENS       ,0.996,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,ARVERNE PLAYGROUND,QUEENS       ,0.993,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,ABRAHAM LINCOLN PLAYGROUND,MANHATTAN    ,0.991,BASKETBALL & POOL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,CAPTAIN RIVERA PLAYGROUND,BRONX        ,0.988,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,NEWTOWN BARGE PLAYGROUND,BROOKLYN     ,0.983,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,HOLLIS PLAYGROUND,QUEENS       ,0.98,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
825,MAPLE PLAYGROUND,QUEENS       ,0.978,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
826,GOUVERNEUR PLAYGROUND,BRONX        ,0.977,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
827,MOTT PLAYGROUND,BRONX        ,0.977,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
828,ZIMMERMAN PLAYGROUND,BRONX        ,0.974,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,LANNETT PLAYGROUND,QUEENS       ,0.974,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,RANAQUA PARK,BRONX        ,0.972,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,TEN EYCK PLAYGROUND,BROOKLYN     ,0.972,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,MAE GRANT PLAYGROUND,MANHATTAN    ,0.97,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,ANDRIES PLAYGROUND,BROOKLYN     ,0.964,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
834,CARVER PLAYGROUND,BROOKLYN     ,0.964,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
835,PARK SLOPE PLAYGROUND,BROOKLYN     ,0.955,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
836,CHERRY TREE PARK,MANHATTAN    ,0.95,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,DAVIS PLAYGROUND,STATEN ISLAND,0.949,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,MATTHEW P. SAPOLIN PLAYGROUND,MANHATTAN    ,0.947,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,PETER MINUIT PLAYGROUND,MANHATTAN    ,0.943,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,SOUTH ROCHDALE PLAYGROUND,QUEENS       ,0.942,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,DREW PLAYGROUND,BRONX        ,0.94,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,FOX PLAYGROUND BRONX,BRONX        ,0.94,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,WALTER WARD PLAYGROUND,QUEENS       ,0.935,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,BENSON PLAYGROUND,BROOKLYN     ,0.934,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
845,CRISPUS ATTUCKS PLAYGROUND,BROOKLYN     ,0.934,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,SURF PLAYGROUND,BROOKLYN     ,0.933,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,BERGEN BEACH PLAYGROUND,BROOKLYN     ,0.927,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,TIGER PLAYGROUND,BROOKLYN     ,0.926,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,ATHENS SQUARE,QUEENS       ,0.925,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
850,ROCK GARDEN PARK,BRONX        ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
851,SAW MILL PLAYGROUND,BRONX        ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,P.S. 279 PLAYGROUND,BROOKLYN     ,0.92,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,VIRGINIA PARK,BRONX        ,0.918,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
854,BOERUM PARK,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0
855,ALBEMARLE PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
856,BARTLETT PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,NEWPORT PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,PRATT PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,CARTER G. WOODSON CHILDREN'S PARK,BROOKLYN     ,0.918,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,HOUSTON PLAYGROUND,BROOKLYN     ,0.918,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,LIVONIA PARK,BROOKLYN     ,0.918,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,DITMARS PARK,QUEENS       ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,WHITE PLAYGROUND STATEN ISLAND,STATEN ISLAND,0.918,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,EDMONDS PLAYGROUND,BROOKLYN     ,0.917,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
865,GARDEN PLAYGROUND,BROOKLYN     ,0.915,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,PONTIAC PLAYGROUND,BRONX        ,0.913,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
867,MARTIN LUTHER PLAYGROUND,BROOKLYN     ,0.913,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
868,AESOP PARK,STATEN ISLAND,0.912,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,SLATTERY PLAYGROUND,BRONX        ,0.911,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,BAY TERRACE PLAYGROUND,QUEENS       ,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,WILLOUGHBY PLAYGROUND,BROOKLYN     ,0.907,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,ESTELLA DIGGS PARK,BRONX        ,0.903,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,WASHINGTON HALL PARK,BROOKLYN     ,0.901,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
874,HARLEM RBI,MANHATTAN    ,0.9,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,STARR PLAYGROUND,QUEENS       ,0.9,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,AMERICAN PLAYGROUND,BROOKLYN     ,0.896,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
877,HART PLAYGROUND ON BROADWAY,QUEENS       ,0.896,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,ARROCHAR PLAYGROUND,STATEN ISLAND,0.892,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,SOL LAIN PLGD,MANHATTAN    ,0.891,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,EL SHABAZZ PLAYGROUND,BROOKLYN     ,0.89,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
881,PINOCCHIO PLAYGROUND,QUEENS       ,0.888,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,ALICE KORNEGAY TRIANGLE,MANHATTAN    ,0.883,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
883,PETER'S FIELD,MANHATTAN    ,0.882,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,BEDFORD PLAYGROUND,BROOKLYN     ,0.881,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
885,HAROLD SCHNEIDERMAN PLAYGROUND,QUEENS       ,0.878,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,WAKEFIELD PLAYGROUND,BRONX        ,0.877,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,QUEENS VALLEY PLAYGROUND,QUEENS       ,0.876,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,LT. JOSEPH PETROSINO PARK,BROOKLYN     ,0.871,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
889,EVERGREEN PLAYGROUND,BROOKLYN     ,0.87,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,PLAYGROUND 286,BROOKLYN     ,0.868,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,BARRIER PLAYGROUND,QUEENS       ,0.867,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,LION'S PRIDE PLAYGROUND,BROOKLYN     ,0.865,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,NATHAN STRAUS PLAYGROUND,MANHATTAN    ,0.851,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,SCHENCK PLAYGROUND,BROOKLYN     ,0.847,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,HAVILAND PLAYGROUND,BRONX        ,0.84,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,SOL BLOOM PLAYGROUND,MANHATTAN    ,0.837,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
897,P.S. 155 PLAYGROUND,MANHATTAN    ,0.834,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,STEBBINS PLAYGROUND,BRONX        ,0.83,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,OPEN ROAD PARK,MANHATTAN    ,0.828,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,DI GILIO PLAYGROUND,BROOKLYN     ,0.826,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,HART PLAYGROUND ON 147 ST,QUEENS       ,0.821,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,FLYNN PLAYGROUND,BRONX        ,0.82,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
903,HIGHBRIDGE PARK BRONX SIDE,BRONX        ,0.82,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,PARKSIDE PLAYGROUND BRONX,BRONX        ,0.817,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,FISHER POOL,QUEENS       ,0.817,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,ALEXANDER HAMILTON PLAYGROUND,MANHATTAN    ,0.811,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,WEST FARMS RAPIDS,BRONX        ,0.81,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,BELLAIRE PLAYGROUND,QUEENS       ,0.809,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
909,STEINWAY PLAYGROUND,QUEENS       ,0.809,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,RISSE STREET PARK,BRONX        ,0.806,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,ETHAN ALLEN PLAYGROUND,BROOKLYN     ,0.8,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,KENNEDY KING PLAYGROUND,BROOKLYN     ,0.79,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,EUGENE MCCABE FIELD,MANHATTAN    ,0.789,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,VLADECK PARK,MANHATTAN    ,0.789,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,SAMUEL SEABURY PLAYGROUND,MANHATTAN    ,0.786,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0
916,SPIRIT PLAYGROUND,QUEENS       ,0.786,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,MORGAN PLAYGROUND,BRONX        ,0.782,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,MOORE PLAYGROUND,MANHATTAN    ,0.766,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,FIRST PARK,MANHATTAN    ,0.763,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
920,SGT. WILLIAM DOUGHERTY PLAYGROUND,BROOKLYN     ,0.76,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,ADMIRAL PARK,QUEENS       ,0.759,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,JAIME CAMPIZ PLAYGROUND,BROOKLYN     ,0.752,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,SAMUEL N. BENNERSON 2ND PLAYGROUND,MANHATTAN    ,0.749,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,PLAYGROUND SEVENTY FIVE,QUEENS       ,0.749,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,WEBSTER PLAYGROUND,BRONX        ,0.744,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
926,FROST PLAYGROUND,BROOKLYN     ,0.739,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,TECUMSEH PLAYGROUND,MANHATTAN    ,0.738,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,RAILROAD PARK BRONX,BRONX        ,0.732,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,NATHAN WEIDENBAUM PARK,QUEENS       ,0.732,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,BLUEBERRY PARK,STATEN ISLAND,0.724,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,CLARK PLAYGROUND,BRONX        ,0.722,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
932,HUNTS POINT PLAYGROUND,BRONX        ,0.717,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
